Team,Year,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF
Denver Nuggets,2004,82,99.5,37.0,80.7,45.9,3.9,11.5,34.0,21.5,28.2,76.3,11.8,30.2,42.0,23.9,9.1,6.0,14.9,22.9
Detroit Pistons,2004,82,93.3,34.8,78.3,44.4,4.4,12.8,34.5,19.4,26.2,73.9,12.9,30.6,43.4,21.8,7.0,6.1,13.8,20.0
Golden State Warriors,2004,82,98.7,36.9,85.8,43.0,7.6,21.6,35.2,17.2,23.8,72.2,13.0,29.7,42.7,22.1,7.8,5.1,13.6,22.4
Houston Rockets,2004,82,95.1,34.7,78.3,44.3,6.7,18.5,36.4,18.9,24.2,78.1,10.7,31.7,42.4,21.1,6.9,4.6,13.8,22.0
Indiana Pacers,2004,82,93.0,32.5,75.2,43.2,6.6,19.2,34.4,21.3,26.9,79.2,10.6,29.5,40.1,18.2,7.5,4.4,14.3,23.0
LA Clippers,2004,82,95.7,35.7,77.7,45.9,2.8,8.2,34.5,21.6,27.7,77.8,12.0,29.9,41.9,23.2,7.3,5.1,15.7,22.2
Los Angeles Lakers,2004,82,98.7,35.3,80.8,43.7,7.9,22.1,35.5,20.3,26.1,77.7,12.5,30.6,43.2,20.4,6.2,4.2,14.3,21.9
Memphis Grizzlies,2004,82,93.4,34.2,76.5,44.7,6.5,18.1,35.7,18.6,24.7,75.4,10.8,28.1,39.0,20.9,8.5,5.8,14.6,23.3
Miami Heat,2004,82,101.5,37.8,77.7,48.6,5.8,15.4,37.7,20.2,30.1,67.2,10.8,32.2,43.0,21.8,6.4,5.8,13.7,22.1
Milwaukee Bucks,2004,82,97.2,36.1,80.2,45.0,4.0,11.3,35.1,21.0,27.2,77.2,12.0,29.3,41.3,21.0,6.5,3.5,13.8,21.9
Minnesota Timberwolves,2004,82,96.8,37.1,80.8,45.9,4.8,14.0,34.5,17.7,22.2,79.6,11.5,31.5,43.0,23.4,5.6,5.5,13.2,21.6
New Jersey Nets,2004,82,91.4,33.6,78.3,42.9,5.3,14.7,36.2,19.0,24.9,76.3,10.4,29.1,39.5,21.6,7.9,3.8,14.2,24.2
New Orleans Hornets,2004,82,88.4,33.1,80.0,41.5,5.1,16.0,31.5,17.1,22.3,76.6,12.4,27.8,40.2,21.0,6.7,3.8,14.8,23.0
New York Knicks,2004,82,97.3,36.3,80.5,45.1,5.4,15.1,35.6,19.3,25.1,76.7,11.8,29.2,41.0,20.3,7.7,3.2,14.7,23.7
Orlando Magic,2004,82,99.5,37.0,81.5,45.4,3.9,11.2,34.9,21.6,28.5,75.9,12.7,31.0,43.7,19.3,7.7,5.4,16.1,23.6
Philadelphia 76ers,2004,82,99.1,35.9,82.1,43.7,6.2,17.7,34.8,21.1,26.8,78.9,11.1,30.9,42.0,20.9,9.2,3.9,15.5,22.9
Phoenix Suns,2004,82,110.4,40.9,85.6,47.7,9.7,24.7,39.3,19.0,25.4,74.8,11.8,32.3,44.1,23.5,7.0,5.5,13.7,19.1
Portland Trail Blazers,2004,82,92.9,35.3,78.3,45.1,5.1,14.2,36.2,17.2,23.7,72.5,11.8,29.3,41.1,21.0,7.1,6.6,16.0,20.8
Sacramento Kings,2004,82,103.7,39.1,85.1,45.9,6.4,17.0,37.4,19.2,24.4,78.7,12.5,29.9,42.4,24.5,8.2,3.9,13.1,20.5
San Antonio Spurs,2004,82,96.2,35.6,78.7,45.3,6.2,17.0,36.3,18.7,25.9,72.4,12.0,30.4,42.4,21.6,7.5,6.6,13.7,20.9
Seattle SuperSonics,2004,82,98.9,35.1,79.2,44.4,8.1,22.2,36.5,20.5,26.0,79.0,12.7,28.2,40.9,18.1,6.7,4.1,13.6,23.7
Toronto Raptors,2004,82,99.7,36.0,81.2,44.4,7.9,20.5,38.5,19.8,25.6,77.4,10.3,29.8,40.1,20.4,7.6,3.9,13.3,22.9
Utah Jazz,2004,82,93.0,34.5,76.8,44.9,3.0,9.3,32.8,21.0,27.7,75.7,12.8,27.4,40.1,22.3,6.6,4.6,15.8,26.7
Washington Wizards,2004,82,100.5,36.2,82.9,43.7,6.3,18.3,34.3,21.9,30.2,72.5,13.8,29.0,42.8,19.1,8.7,4.2,14.3,22.0
Atlanta Hawks,2003,82,92.8,34.5,79.6,43.3,5.1,15.2,33.5,18.7,24.1,77.6,12.1,30.6,42.7,20.1,7.6,5.0,16.5,22.3
Boston Celtics,2003,82,95.3,34.7,78.2,44.3,6.7,19.5,34.6,19.2,25.5,75.0,10.4,29.8,40.1,20.5,9.4,4.0,16.2,22.4
Chicago Bulls,2003,82,89.7,34.1,82.4,41.4,5.2,15.3,34.2,16.2,22.4,72.5,12.8,30.7,43.5,21.9,8.0,4.8,16.1,23.3
Cleveland Cavaliers,2003,82,92.9,35.6,82.4,43.3,3.0,9.6,31.4,18.6,24.8,75.3,13.6,31.9,45.6,22.0,7.1,6.5,14.8,21.3
Dallas Mavericks,2003,82,105.2,40.5,88.2,45.9,6.2,17.8,34.8,18.0,22.6,79.6,14.3,31.0,45.3,23.9,8.0,5.3,12.2,19.6
Denver Nuggets,2003,82,97.2,36.5,82.5,44.3,4.0,12.0,33.6,20.2,26.3,76.7,13.2,29.1,42.3,21.9,9.1,6.3,15.6,22.0
Detroit Pistons,2003,82,90.1,33.5,77.0,43.5,4.1,11.8,34.4,19.0,25.3,75.3,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3
Golden State Warriors,2003,82,93.3,35.1,79.4,44.2,5.2,15.6,33.4,17.9,24.7,72.5,12.2,30.9,43.1,20.5,7.0,4.7,14.8,20.6
Houston Rockets,2003,82,89.8,33.4,75.5,44.2,6.3,17.1,36.6,16.7,21.6,77.3,10.3,32.3,42.6,19.3,6.8,5.4,16.7,21.5
Indiana Pacers,2003,82,91.4,33.6,77.1,43.5,5.5,15.6,35.1,18.8,24.6,76.4,11.8,29.9,41.7,21.6,8.9,5.0,14.4,20.8
LA Clippers,2003,82,94.8,34.4,80.2,42.8,4.0,12.5,32.1,22.0,28.1,78.5,14.0,29.5,43.5,20.2,7.2,4.6,16.4,22.1
Los Angeles Lakers,2003,82,98.2,36.9,81.4,45.4,4.5,13.6,32.7,19.9,28.7,69.3,12.2,30.9,43.1,23.8,8.3,4.6,13.8,21.1
Memphis Grizzlies,2003,82,96.7,36.1,81.2,44.5,5.5,16.0,34.0,19.0,26.1,72.7,12.8,29.0,41.8,23.4,9.7,6.9,15.0,23.2
Miami Heat,2003,82,90.3,33.3,78.3,42.5,5.9,16.5,35.7,17.8,23.4,76.2,11.5,30.0,41.5,19.1,7.2,3.8,13.9,22.1
Milwaukee Bucks,2003,82,98.0,36.2,81.1,44.7,4.9,14.0,35.0,20.7,26.7,77.5,11.7,30.5,42.2,22.8,6.8,4.7,13.5,20.3
Minnesota Timberwolves,2003,82,94.5,37.0,80.1,46.2,4.0,10.9,36.3,16.6,21.3,78.1,10.7,32.3,42.9,23.0,6.8,5.6,12.7,21.1
New Jersey Nets,2003,82,90.3,34.3,77.7,44.1,4.6,13.7,33.6,17.0,22.6,75.3,10.5,30.2,40.7,24.5,8.6,3.9,14.7,21.0
New Orleans Hornets,2003,82,91.8,33.8,80.5,42.0,6.5,20.3,31.9,17.7,23.6,75.1,13.3,29.5,42.8,20.9,8.6,4.2,15.0,20.9
New York Knicks,2003,82,92.0,35.1,79.4,44.2,5.0,13.6,36.4,16.8,21.1,79.3,11.6,31.0,42.6,20.7,7.4,4.8,15.7,23.1
Orlando Magic,2003,82,94.0,35.4,82.5,42.9,5.2,15.2,34.4,18.0,24.4,73.7,12.2,28.7,40.9,19.3,6.7,3.8,13.7,21.3
Philadelphia 76ers,2003,82,88.0,32.7,76.3,42.8,4.1,12.1,34.2,18.4,24.5,75.3,11.5,29.4,40.8,20.0,8.0,4.4,15.9,20.7
Phoenix Suns,2003,82,94.2,36.1,81.4,44.3,5.1,14.7,34.5,17.0,22.7,74.6,11.3,29.3,40.6,19.3,9.0,4.7,15.2,22.7
Portland Trail Blazers,2003,82,90.7,35.3,78.9,44.8,4.6,13.4,34.6,15.4,21.1,73.1,12.7,29.0,41.7,21.6,7.5,5.4,14.8,19.0
Sacramento Kings,2003,82,102.8,37.8,81.8,46.2,7.3,18.3,40.1,19.8,24.9,79.6,10.8,30.4,41.2,26.2,8.7,4.0,13.9,19.3
San Antonio Spurs,2003,82,91.5,34.7,78.5,44.2,5.0,13.9,35.8,17.2,25.2,68.1,12.5,32.5,45.1,20.4,8.1,6.5,14.7,20.3
Seattle SuperSonics,2003,82,97.1,35.8,80.4,44.6,8.8,23.6,37.3,16.6,21.7,76.5,11.1,28.3,39.3,21.7,8.1,4.7,14.5,21.8
Toronto Raptors,2003,82,85.4,32.4,77.4,41.8,5.6,15.8,35.6,15.1,20.1,75.0,10.1,29.5,39.6,19.2,7.4,4.9,14.2,21.3
Utah Jazz,2003,82,88.7,32.8,75.3,43.6,3.1,9.6,32.1,20.0,26.8,74.6,13.5,27.7,41.2,20.4,7.1,6.0,16.6,25.6
Washington Wizards,2003,82,91.8,33.6,80.0,42.1,5.3,15.5,34.1,19.3,27.0,71.4,13.6,29.2,42.8,18.7,8.9,5.0,17.5,20.9
Atlanta Hawks,2002,82,94.1,34.9,78.5,44.4,4.9,13.9,35.2,19.4,24.5,79.3,11.4,31.2,42.6,20.5,7.5,5.8,16.7,21.7
Boston Celtics,2002,82,92.7,32.9,79.4,41.5,8.8,26.3,33.4,18.0,24.3,74.2,10.4,30.1,40.5,19.2,8.8,3.7,14.0,21.4
Chicago Bulls,2002,82,95.0,36.5,81.9,44.5,4.3,12.2,35.0,17.7,24.6,72.2,12.0,31.0,43.0,21.7,7.4,5.6,16.9,24.7
Cleveland Cavaliers,2002,82,91.4,34.8,82.3,42.2,3.6,10.9,32.7,18.3,24.5,74.7,13.6,31.0,44.6,20.9,7.8,6.4,18.3,22.7
Dallas Mavericks,2002,82,103.0,38.5,85.1,45.3,7.8,20.3,38.1,18.1,21.9,82.9,11.1,31.0,42.1,22.4,8.1,5.5,11.6,21.1
Denver Nuggets,2002,82,84.2,32.8,79.8,41.1,2.8,10.0,27.8,15.8,22.6,69.9,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1
Detroit Pistons,2002,82,91.4,32.9,76.5,43.0,6.5,18.1,35.8,19.0,24.6,77.1,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3
Golden State Warriors,2002,82,102.4,37.3,84.6,44.1,5.2,15.1,34.4,22.6,29.0,77.8,15.7,31.0,46.7,20.9,7.2,6.2,15.8,21.8
Houston Rockets,2002,82,93.8,34.6,78.8,44.0,5.4,15.5,34.6,19.1,24.9,76.8,12.5,31.3,43.8,18.4,7.2,6.0,15.6,19.5
Indiana Pacers,2002,82,96.8,35.5,80.6,44.1,4.6,13.6,33.9,21.2,27.7,76.6,12.2,32.0,44.2,23.3,8.5,5.4,14.8,22.1
LA Clippers,2002,82,93.8,34.6,79.1,43.7,4.8,14.4,33.1,19.9,26.5,75.0,12.3,30.0,42.3,19.6,7.0,5.6,15.7,21.8
Los Angeles Lakers,2002,82,100.4,37.7,83.6,45.1,5.9,16.7,35.6,19.0,26.0,73.4,13.1,31.1,44.3,23.3,7.8,5.7,14.5,22.9
Memphis Grizzlies,2002,82,97.5,37.2,82.2,45.2,5.7,15.6,36.5,17.4,23.6,73.9,11.5,30.1,41.6,23.1,7.9,6.1,15.4,20.5
Miami Heat,2002,82,85.6,32.8,79.5,41.2,4.2,13.4,31.6,15.8,20.6,76.5,11.6,30.0,41.6,18.3,7.2,4.0,14.2,22.6
Milwaukee Bucks,2002,82,99.5,37.1,81.3,45.7,7.1,18.6,38.3,18.1,23.3,77.6,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2
Minnesota Timberwolves,2002,82,98.1,38.7,83.0,46.6,3.6,9.8,36.8,17.1,22.3,77.0,11.7,31.9,43.6,25.2,6.7,5.3,13.7,20.8
New Jersey Nets,2002,82,95.4,35.4,80.3,44.1,4.2,12.7,33.2,20.3,26.8,75.7,12.1,30.8,42.9,23.0,8.7,4.6,14.8,21.6
New Orleans Hornets,2002,82,93.9,35.5,81.6,43.5,4.9,13.1,37.6,17.9,23.3,76.8,13.4,30.2,43.6,22.0,8.0,4.8,14.8,21.6
New York Knicks,2002,82,95.9,36.2,82.0,44.1,7.4,19.3,38.3,16.1,19.8,81.5,10.3,29.0,39.2,22.0,7.1,3.1,14.0,23.0
Orlando Magic,2002,82,98.5,35.9,82.5,43.6,6.9,19.4,35.7,19.7,25.4,77.7,11.7,29.2,40.9,20.4,8.5,3.7,14.4,23.0
Philadelphia 76ers,2002,82,96.8,36.3,81.0,44.8,3.0,9.6,31.1,21.3,27.5,77.5,12.7,29.5,42.2,21.6,10.3,3.5,14.8,22.0
Phoenix Suns,2002,82,95.5,36.6,82.6,44.3,4.8,14.0,34.3,17.4,23.5,74.2,12.8,29.8,42.5,21.0,8.1,4.9,14.7,22.0
Portland Trail Blazers,2002,82,95.2,36.4,79.2,46.0,4.6,14.0,33.0,17.7,23.7,74.5,12.1,29.0,41.1,22.7,8.8,3.9,15.2,19.9
Sacramento Kings,2002,82,101.7,39.5,85.2,46.4,6.0,15.7,38.1,16.7,22.3,74.6,11.0,33.5,44.5,24.8,9.0,5.6,14.5,20.3
San Antonio Spurs,2002,82,95.8,35.5,76.8,46.2,5.5,15.5,35.4,19.4,26.8,72.5,11.5,31.2,42.6,20.0,7.7,6.5,15.8,20.4
Seattle SuperSonics,2002,82,92.1,35.2,80.5,43.7,5.6,15.7,35.3,16.2,21.7,74.4,11.7,29.1,40.8,21.6,8.3,3.6,13.2,20.9
Toronto Raptors,2002,82,90.9,34.7,81.3,42.7,5.0,14.5,34.3,16.5,22.9,71.8,12.5,28.7,41.2,19.3,7.4,4.8,14.4,21.5
Utah Jazz,2002,82,94.7,35.3,75.5,46.8,2.7,7.8,34.9,21.3,28.6,74.5,12.5,29.0,41.5,25.6,8.6,5.7,16.8,22.4
Washington Wizards,2002,82,91.5,34.3,78.0,44.0,3.1,9.9,31.2,19.7,25.3,77.9,11.2,29.2,40.4,19.7,7.6,4.8,13.4,20.0
Atlanta Hawks,2001,82,94.0,35.4,80.6,43.9,5.2,14.6,35.4,18.1,23.7,76.5,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8
Boston Celtics,2001,82,96.4,34.8,82.1,42.4,8.5,23.7,35.9,18.3,23.9,76.4,10.9,31.3,42.2,21.0,9.7,3.6,13.6,21.7
Charlotte Hornets,2001,82,93.9,35.3,80.2,44.0,4.2,12.1,34.8,19.1,25.7,74.5,12.9,30.5,43.5,21.5,8.0,5.6,14.0,21.3
Chicago Bulls,2001,82,89.5,34.3,79.2,43.3,3.7,10.6,34.6,17.2,23.9,72.2,11.3,28.8,40.0,22.2,7.7,4.4,15.3,22.4
Cleveland Cavaliers,2001,82,95.3,36.0,80.3,44.8,4.7,12.5,37.7,18.6,24.1,77.2,11.8,30.3,42.1,23.1,7.0,5.7,14.6,21.4
Dallas Mavericks,2001,82,105.2,39.0,84.5,46.2,7.6,20.1,37.8,19.6,24.3,80.6,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5
Denver Nuggets,2001,82,92.2,35.5,83.8,42.4,5.2,15.7,32.9,15.9,21.4,74.4,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8
Detroit Pistons,2001,82,94.3,34.7,76.8,45.2,6.9,18.4,37.6,18.0,23.8,75.6,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7
Golden State Warriors,2001,82,97.7,36.6,85.2,42.9,3.9,12.1,32.2,20.6,28.6,72.2,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23.0
Houston Rockets,2001,82,92.3,34.6,80.8,42.8,6.0,18.0,33.5,17.1,23.1,74.1,12.5,29.4,41.9,18.1,6.5,5.4,14.1,18.0
Indiana Pacers,2001,82,96.8,35.8,80.2,44.6,4.9,14.6,33.9,20.3,26.3,77.2,11.3,31.3,42.7,23.0,8.0,5.3,15.2,22.9
LA Clippers,2001,82,95.7,36.2,81.3,44.5,5.0,14.0,35.6,18.3,24.7,73.9,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8
Los Angeles Lakers,2001,82,101.3,38.4,83.4,46.1,6.2,17.5,35.4,18.2,26.1,69.9,12.5,31.8,44.3,23.0,7.6,5.8,12.7,22.2
Memphis Grizzlies,2001,82,89.9,34.8,79.7,43.6,4.1,13.4,30.7,16.3,23.0,70.8,12.0,29.4,41.4,21.8,7.9,6.0,16.4,19.2
Miami Heat,2001,82,87.2,34.2,77.8,43.9,3.8,11.0,34.7,15.1,20.8,72.4,11.0,31.0,42.0,20.3,6.7,5.5,14.8,22.5
Milwaukee Bucks,2001,82,97.5,37.1,80.2,46.2,7.2,19.3,37.5,16.1,21.5,74.8,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8
Minnesota Timberwolves,2001,82,99.3,38.7,84.0,46.1,4.8,12.8,37.8,17.1,21.4,79.8,12.9,31.2,44.2,24.3,6.4,5.2,13.4,21.2
New Jersey Nets,2001,82,96.2,37.1,83.1,44.6,4.9,14.6,33.8,17.1,23.3,73.5,12.7,30.7,43.3,24.3,8.7,6.0,14.5,21.1
New York Knicks,2001,82,91.6,34.4,79.5,43.2,5.8,16.4,35.3,17.1,21.8,78.7,10.7,30.0,40.7,21.0,6.8,3.5,14.5,22.0
Orlando Magic,2001,82,100.5,37.6,84.1,44.8,7.6,20.2,37.3,17.6,23.4,75.4,11.5,29.8,41.2,22.0,8.1,4.7,13.6,20.7
Philadelphia 76ers,2001,82,91.0,34.2,78.5,43.6,2.6,8.7,29.9,20.0,25.7,77.9,13.3,30.9,44.2,20.0,8.6,4.4,15.3,20.1
Phoenix Suns,2001,82,95.1,37.8,84.6,44.7,4.4,13.4,32.7,15.2,19.9,76.7,13.1,29.6,42.7,22.4,8.1,4.9,14.7,21.8
Portland Trail Blazers,2001,82,96.6,36.6,81.4,45.0,5.7,16.1,35.4,17.7,23.2,76.3,13.2,29.8,43.0,23.5,8.6,4.5,14.3,19.7
Sacramento Kings,2001,82,104.6,39.8,85.4,46.7,5.2,14.1,36.7,19.7,26.3,75.1,12.4,33.0,45.3,23.9,9.0,4.6,13.8,19.0
San Antonio Spurs,2001,82,96.7,35.5,77.6,45.8,5.3,14.8,36.2,20.3,27.4,74.2,11.1,31.3,42.4,20.0,7.6,6.5,14.4,19.2
Seattle SuperSonics,2001,82,97.7,38.2,81.5,46.9,6.0,15.8,37.8,15.4,20.4,75.5,11.8,28.5,40.3,23.5,8.5,4.4,13.7,21.1
Toronto Raptors,2001,82,91.4,35.6,82.0,43.4,4.7,13.5,34.9,15.5,20.9,73.9,13.6,28.5,42.1,21.7,8.4,5.5,14.3,21.6
Utah Jazz,2001,82,96.0,35.0,77.7,45.0,3.4,10.3,33.3,22.6,29.6,76.3,13.5,28.6,42.2,24.4,9.1,6.4,16.5,24.0
Washington Wizards,2001,82,92.8,35.8,81.3,44.1,3.7,9.6,38.8,17.4,22.8,76.5,12.9,29.2,42.0,20.9,7.0,4.3,13.0,21.5
Atlanta Hawks,2000,82,91.0,35.1,81.3,43.1,4.1,11.4,35.7,16.8,22.1,75.9,12.5,30.4,42.9,19.0,7.7,4.7,16.7,22.7
Boston Celtics,2000,82,94.6,33.8,79.1,42.8,7.2,19.9,36.3,19.8,26.7,74.0,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8
Charlotte Hornets,2000,82,91.9,34.1,79.3,43.1,4.1,12.0,34.6,19.5,26.2,74.5,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4
Chicago Bulls,2000,82,87.6,33.2,78.2,42.4,4.0,11.6,34.6,17.2,23.3,73.9,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2
Cleveland Cavaliers,2000,82,92.2,35.2,79.7,44.2,2.7,8.0,33.4,19.0,24.9,76.5,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2
Dallas Mavericks,2000,82,100.5,37.6,81.9,45.9,6.3,16.5,38.1,18.9,23.8,79.4,10.1,31.4,41.5,21.2,7.5,6.0,13.9,23.3
Denver Nuggets,2000,82,96.6,36.3,83.9,43.3,6.2,17.6,35.5,17.7,24.0,73.7,12.7,31.5,44.2,24.0,6.7,6.6,13.9,22.2
Detroit Pistons,2000,82,95.6,35.6,83.9,42.4,4.7,13.6,35.0,19.6,27.2,72.1,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8
Golden State Warriors,2000,82,92.5,35.8,87.5,40.9,3.4,11.8,29.3,17.4,24.7,70.6,16.4,29.1,45.5,21.8,9.0,5.0,15.9,21.1
Houston Rockets,2000,82,97.2,35.9,79.2,45.3,6.1,17.2,35.7,19.3,25.4,75.8,11.2,30.8,42.0,19.7,7.2,4.4,14.7,20.2
Indiana Pacers,2000,82,92.6,34.5,78.4,44.0,4.8,14.1,34.2,18.8,24.5,76.6,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5
Los Angeles Clippers,2000,82,92.5,35.3,78.9,44.8,4.4,13.0,33.9,17.4,25.1,69.3,11.7,31.2,42.9,19.3,6.0,6.3,15.8,21.6
Los Angeles Lakers,2000,82,100.6,37.9,81.5,46.5,5.4,15.5,34.4,19.4,28.5,68.3,13.2,31.5,44.7,23.0,6.9,6.0,14.4,22.8
Miami Heat,2000,82,88.9,32.9,76.3,43.0,5.8,16.9,34.5,17.4,22.9,75.9,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21.0
Milwaukee Bucks,2000,82,100.7,38.0,82.9,45.8,6.9,18.1,37.9,18.0,22.9,78.7,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5
Minnesota Timberwolves,2000,82,97.3,38.4,83.8,45.8,3.9,11.0,35.7,16.6,21.2,78.5,12.2,30.1,42.3,25.4,8.3,5.6,13.9,23.2
New Jersey Nets,2000,82,92.1,33.9,79.9,42.5,4.4,13.2,33.3,19.9,26.2,75.9,11.1,28.5,39.6,19.5,7.9,5.0,14.7,24.2
New York Knicks,2000,82,88.7,33.6,75.6,44.5,4.8,13.6,35.1,16.8,21.1,79.6,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7
Orlando Magic,2000,82,97.5,36.7,83.8,43.8,6.0,16.4,36.4,18.0,25.2,71.4,13.0,29.9,42.9,22.0,8.2,5.9,15.2,25.3
Philadelphia 76ers,2000,82,94.7,35.4,79.1,44.7,3.2,9.8,32.6,20.7,27.8,74.5,13.1,31.7,44.8,20.6,8.4,5.0,15.8,20.4
Phoenix Suns,2000,82,94.0,35.9,82.4,43.6,4.0,12.9,31.5,18.2,24.1,75.5,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7
Portland Trail Blazers,2000,82,95.4,36.6,78.3,46.8,4.5,12.9,34.9,17.6,23.2,76.2,11.7,30.3,42.0,23.9,8.2,5.1,15.3,21.3
Sacramento Kings,2000,82,101.7,38.2,85.0,44.9,5.8,16.5,35.4,19.5,25.3,77.1,12.0,33.0,45.0,22.6,9.7,5.3,14.9,19.5
San Antonio Spurs,2000,82,96.2,35.2,76.4,46.1,5.4,13.3,40.7,20.4,28.5,71.5,11.0,33.1,44.1,21.7,6.9,7.0,14.0,18.9
Seattle SuperSonics,2000,82,97.3,36.9,81.1,45.6,5.7,14.3,39.9,17.7,24.2,73.2,12.2,29.5,41.7,21.9,8.0,5.0,15.3,21.1
Toronto Raptors,2000,82,97.6,37.2,85.0,43.7,5.2,14.2,36.9,18.1,24.2,74.7,13.6,30.8,44.5,24.4,7.3,6.3,13.2,21.3
Utah Jazz,2000,82,97.1,36.1,76.7,47.1,4.0,10.4,38.1,20.9,27.8,75.2,11.5,29.1,40.6,25.7,8.1,5.6,15.8,25.7
Vancouver Grizzlies,2000,82,91.7,35.0,79.7,43.9,4.0,11.5,34.3,17.8,23.1,77.0,10.9,29.6,40.5,23.2,7.1,4.4,15.7,21.1
Washington Wizards,2000,82,93.2,34.5,78.7,43.9,3.4,10.3,32.4,20.8,27.4,75.9,12.4,28.9,41.3,20.1,7.7,4.7,17.0,23.3
Atlanta Hawks,1999,82,94.3,36.6,83.0,44.1,3.1,9.9,31.7,18.0,24.2,74.3,14.0,31.3,45.3,18.9,6.1,5.6,15.4,21.0
Boston Celtics,1999,82,99.3,37.2,83.9,44.4,5.1,15.4,33.1,19.8,26.5,74.5,13.5,29.5,43.0,21.2,9.7,3.5,15.4,27.1
Charlotte Hornets,1999,82,98.4,35.8,79.7,44.9,4.1,12.2,33.9,22.7,30.0,75.8,10.8,32.1,42.9,24.7,8.9,5.9,14.7,20.4
Chicago Bulls,1999,82,84.8,31.3,75.4,41.5,4.1,12.6,32.9,18.1,25.5,70.9,12.6,28.3,40.9,20.1,7.9,4.7,19.0,23.3
Cleveland Cavaliers,1999,82,97.0,36.3,82.1,44.2,4.2,11.2,37.3,20.2,26.9,75.0,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1
Dallas Mavericks,1999,82,101.4,39.0,85.9,45.3,6.3,16.2,39.1,17.2,21.4,80.4,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6
Denver Nuggets,1999,82,99.0,37.3,84.3,44.2,5.7,17.0,33.6,18.7,25.8,72.4,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9
Detroit Pistons,1999,82,103.5,37.1,80.9,45.9,5.4,14.9,35.9,23.9,30.6,78.1,11.2,30.0,41.2,20.8,8.1,3.3,15.7,24.5
Golden State Warriors,1999,82,95.5,36.5,87.1,42.0,4.2,13.0,32.3,18.3,26.2,69.7,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9
Houston Rockets,1999,82,99.5,36.6,81.3,45.0,7.1,19.8,35.8,19.2,26.2,73.3,12.3,31.5,43.8,21.6,7.5,5.3,17.4,20.3
Indiana Pacers,1999,82,101.3,37.2,81.0,45.9,7.1,18.1,39.2,19.9,24.5,81.1,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8
Los Angeles Clippers,1999,82,92.0,35.1,82.4,42.6,5.2,15.5,33.9,16.6,22.3,74.6,11.6,29.0,40.6,18.0,7.0,6.0,16.2,22.2
Los Angeles Lakers,1999,82,100.8,38.3,83.4,45.9,4.2,12.8,32.9,20.1,28.9,69.6,13.6,33.4,47.0,23.4,7.5,6.5,13.9,22.5
Miami Heat,1999,82,94.4,36.3,78.8,46.0,5.4,14.7,37.1,16.4,22.3,73.6,11.2,31.9,43.2,23.5,7.1,6.4,15.0,23.7
Milwaukee Bucks,1999,82,101.2,38.7,83.3,46.5,4.8,13.0,36.9,19.0,24.2,78.6,12.4,28.9,41.3,22.6,8.2,4.6,15.0,24.6
Minnesota Timberwolves,1999,82,98.5,39.3,84.3,46.7,3.0,8.7,34.6,16.8,21.6,78.0,12.4,30.1,42.5,26.9,7.6,5.4,13.9,23.3
New Jersey Nets,1999,82,98.0,36.3,83.9,43.3,5.8,16.8,34.7,19.5,24.9,78.4,12.7,28.2,40.9,20.6,8.8,4.8,13.6,23.3
New York Knicks,1999,82,92.1,35.3,77.7,45.5,4.3,11.4,37.5,17.2,22.0,78.1,9.8,30.7,40.5,19.4,6.3,4.3,14.6,24.2
Orlando Magic,1999,82,100.1,38.6,85.5,45.2,3.6,10.6,33.8,19.2,26.1,73.5,14.0,31.0,44.9,20.8,9.1,5.7,17.6,24.0
Philadelphia 76ers,1999,82,94.8,36.5,82.6,44.2,2.5,7.8,32.3,19.2,27.1,70.8,14.0,30.1,44.1,22.2,9.6,4.7,15.7,23.6
Phoenix Suns,1999,82,98.9,37.7,82.6,45.7,5.6,15.2,36.8,17.9,23.6,75.9,12.5,31.2,43.7,25.6,9.1,5.3,16.7,24.1
